Date;Академгородок;Дрокино;Кировский;КрАЗ;Ленина, 41;Минино;о. Молокова;Николаевка;Овинный-Таймыр;Партизана, 3г;Песчанка;Покровка;Шахтеров, 25;Солонцы;Спутник;Светлый;Свердловский;о. Татышев;Телевизорная, 1/31;Удачный;Ветлужанка;Караульная;Качинская, 56А;Посадный;Руслов;Mean
2019-02-11;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;;;;;
2019-02-12;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;222.0;;;;;
2019-02-13;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;265.0;;;;;
2019-02-14;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;;;;;
2019-02-15;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;252.0;;;;;
2019-02-16;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;249.0;;;;;
2019-02-17;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;;;;;
2019-02-18;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;;;;;
2019-02-19;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;268.0;;;;;
2019-02-20;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;251.0;;;;;
2019-02-21;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;;;;;
2019-02-22;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;;;;;
2019-02-23;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;;;;;
2019-02-24;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;;;;;
2019-02-25;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;;;;;
2019-02-26;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;;;;;
2019-02-27;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;261.0;;;;;
2019-02-28;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;;;;;
2019-03-01;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;;;;;
2019-03-02;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;;;;;
2019-03-03;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;95.0;;;;;
2019-03-04;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;209.0;;;;;
2019-03-05;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;;;;;
2019-03-06;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;292.0;;;;;
2019-03-07;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;;;;;
2019-03-08;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;256.0;;;;;
2019-03-09;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;;;;;
2019-03-10;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;;;;;
2019-03-11;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;269.0;;;;;
2019-03-12;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;281.0;;;;;
2019-03-13;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;;;;;
2019-03-14;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;278.0;;;;;
2019-03-15;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;;;;;
2019-03-16;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;276.0;;;;;
2019-03-17;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;298.0;;;;;
2019-03-18;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;306.0;;;;;
2019-03-19;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;277.0;;;;;
2019-03-20;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;;;;;
2019-03-21;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;272.0;;;;;
2019-03-22;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;263.0;;;;;
2019-03-23;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;;;;;
2019-03-24;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;320.0;;;;;
2019-03-25;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;334.0;;;;;
2019-03-26;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;260.0;;;;;
2019-03-27;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;122.0;;;;;
2019-03-28;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;;;;;
2019-03-29;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;76.0;;;;;
2019-03-30;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;111.0;;;;;
2019-03-31;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;;;;;
2019-04-01;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;280.0;;;;;
2019-04-02;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;267.0;;;;;
2019-04-03;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;;;;;
2019-04-04;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;45.0;;;;;
2019-04-05;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;110.0;;;;;
2019-04-06;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;124.0;;;;;
2019-04-07;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;299.0;;;;;
2019-04-08;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;;;;;
2019-04-09;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;254.0;;;;;
2019-04-10;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;;;;;
2019-04-11;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;;;;;
2019-04-12;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;295.0;;;;;
2019-04-13;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;;;;;
2019-04-14;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;313.0;;;;;
2019-04-15;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;345.0;;;;;
2019-04-16;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;63.0;;;;;
2019-04-17;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;248.0;;;;;
2019-04-18;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;;;;;
2019-04-19;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;282.0;;;;;
2019-04-20;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;237.0;;;;;
2019-04-21;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;;;;;
2019-04-22;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;285.0;;;;;
2019-04-23;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;223.0;;;;;
2019-04-24;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;273.0;;;;;
2019-04-25;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;;;;;
2019-04-26;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;262.0;;;;;
2019-04-27;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;293.0;;;;;
2019-04-28;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;264.0;;;;;
2019-04-29;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;120.0;;;;;
2019-04-30;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;250.0;;;;;
2019-05-01;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;286.0;;;;;
2019-05-02;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;279.0;;;;;
2019-05-03;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;241.0;;;;;
2019-05-04;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;255.0;;;;;
2019-05-05;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;274.0;;;;;
2019-05-06;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;301.0;;;;;
2019-05-07;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;;;;;
2019-05-08;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;303.0;;;;;
2019-05-09;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;;;;;
2019-05-10;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;325.0;;;;;
2019-05-11;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;271.0;;;;;
2019-05-12;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;304.0;;;;;
2019-05-13;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;305.0;;;;;
2019-05-14;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;270.0;;;;;
2019-05-15;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;319.0;;;;;
2019-05-16;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;290.0;;;;;
2019-05-17;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;297.0;;;;;
2019-05-18;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;240.0;;;;;
2019-05-19;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;232.0;;;;;
2019-05-20;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;253.0;;;;;
2019-05-21;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;283.0;;;;;
2019-05-22;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;284.0;;;;;
